batch_id,product_id,product_name,warehouse_location,received_date,storage_days,opening_stock_kg,accepted_quantity_kg,sold_quantity_kg,closing_stock_kg,shrinkage_kg,shrinkage_reason,quality_grade,moisture_percent,aflatoxin_risk_level,fumigation_required,warehouse_condition_score
B00555,P04,Wheat,Kirinyaga Aggregation Warehouse,2025-10-11,262,1334,1334,515,772,47,Moisture Loss,Grade B,16.9,Low,No,7.2
B00556,P07,Green Grams,Narok Aggregation Warehouse,2025-05-22,41,76,76,76,0,0,None,Grade A,10.7,Low,No,6.2
B00557,P08,Cowpeas,Busia Aggregation Warehouse,2025-01-13,400,1115,1115,972,115,28,Weighing Variance,Grade B,14.6,Low,No,7.1
B00558,P01,Maize,Kirinyaga Aggregation Warehouse,2026-04-25,47,661,661,661,0,2,Spillage During Handling,Grade A,10.4,Low,Yes,5.5
B00559,P02,Beans,Bungoma Aggregation Warehouse,2025-01-31,400,381,381,0,374,7,Moisture Loss,Grade A,13.0,Low,No,6.2
B00560,P01,Maize,Trans Nzoia Aggregation Warehouse,2026-02-18,132,1047,1047,557,483,7,Weighing Variance,Grade A,10.8,Medium,Yes,7.8
B00561,P04,Wheat,Kitui Aggregation Warehouse,2026-02-05,145,664,664,559,105,0,None,Grade A,8.0,Medium,Yes,7.8
B00562,P05,Sorghum,Kitui Aggregation Warehouse,2025-04-06,400,761,761,0,752,9,Spillage During Handling,Grade B,10.9,Low,No,7.9
B00563,P01,Maize,Makueni Aggregation Warehouse,2025-10-26,247,1465,1465,0,1430,35,Pest Damage,Grade A,15.1,Low,No,7.6
B00564,P09,Barley,Nakuru Aggregation Warehouse,2026-03-05,17,1000,1000,1000,0,14,Pest Damage,Grade A,13.2,Low,No,6.8
B00565,P05,Sorghum,Bungoma Aggregation Warehouse,2025-11-14,24,491,491,491,0,8,Moisture Loss,Grade A,13.2,Low,No,7.5
B00566,P05,Sorghum,Nakuru Aggregation Warehouse,2025-12-03,209,737,737,403,320,14,Spillage During Handling,Grade B,14.6,Low,No,7.1
B00567,P02,Beans,Busia Aggregation Warehouse,2025-11-01,15,561,561,561,0,8,Weighing Variance,Grade A,11.9,Medium,Yes,5.8
B00568,P08,Cowpeas,Trans Nzoia Aggregation Warehouse,2025-04-08,400,1089,1089,0,1075,14,Spillage During Handling,Grade A,12.6,Medium,Yes,6.8
B00569,P05,Sorghum,Narok Aggregation Warehouse,2025-08-11,323,907,907,0,894,13,Moisture Loss,Grade A,11.9,Medium,Yes,8.6
B00570,P02,Beans,Makueni Aggregation Warehouse,2025-09-16,287,331,331,0,327,4,Moisture Loss,Grade B,11.1,Low,No,9.3
B00571,P07,Green Grams,Makueni Aggregation Warehouse,2025-02-08,400,689,689,0,666,23,Moisture Loss,Grade C,16.2,High,Yes,8.2
B00572,P05,Sorghum,Nakuru Aggregation Warehouse,2026-03-25,71,1558,1558,1558,0,30,Spillage During Handling,Grade A,14.5,High,Yes,9.1
B00573,P01,Maize,Kisii Aggregation Warehouse,2025-01-12,28,313,313,313,0,5,Spillage During Handling,Grade A,13.1,High,Yes,7.5
B00574,P01,Maize,Kisumu Aggregation Warehouse,2025-04-16,400,1822,1822,0,1783,39,Moisture Loss,Grade C,13.4,Low,No,9.5
B00575,P08,Cowpeas,Machakos Aggregation Warehouse,2025-04-04,400,1393,1393,959,398,36,Weighing Variance,Grade B,14.8,Medium,Yes,9.9
B00576,P01,Maize,Makueni Aggregation Warehouse,2025-02-15,17,454,454,454,0,9,Pest Damage,Grade A,13.6,Low,No,5.7
B00577,P01,Maize,Kisii Aggregation Warehouse,2025-04-19,400,1067,1067,0,1046,21,Moisture Loss,Grade B,13.6,Low,No,7.8
B00578,P05,Sorghum,Uasin Gishu Aggregation Warehouse,2025-02-14,400,1104,1104,90,993,21,Moisture Loss,Grade C,13.2,Medium,Yes,7.7
B00579,P01,Maize,Meru Aggregation Warehouse,2025-11-29,213,1023,1023,0,1017,6,Moisture Loss,Grade B,10.4,Low,No,7.1
B00580,P02,Beans,Kakamega Aggregation Warehouse,2026-05-09,52,489,489,0,486,3,Moisture Loss,Grade A,10.4,Low,No,8.1
B00581,P09,Barley,Makueni Aggregation Warehouse,2025-01-22,19,241,241,241,0,0,None,Grade B,9.6,Medium,Yes,7.6
B00582,P03,Rice,Machakos Aggregation Warehouse,2025-06-05,72,913,913,913,0,7,Spillage During Handling,Grade C,11.5,Medium,Yes,6.8
B00583,P01,Maize,Busia Aggregation Warehouse,2025-02-10,57,1099,1099,1099,0,21,Spillage During Handling,Grade A,14.7,Low,No,7.6
B00584,P01,Maize,Narok Aggregation Warehouse,2025-09-12,5,325,325,325,0,6,Spillage During Handling,Grade A,12.9,Low,No,8.9
B00585,P07,Green Grams,Meru Aggregation Warehouse,2025-07-17,348,302,302,0,301,1,Spillage During Handling,Grade A,10.6,Low,No,7.8
B00586,P01,Maize,Kirinyaga Aggregation Warehouse,2026-03-13,109,352,352,0,344,8,Moisture Loss,Grade A,14.0,Low,No,8.3
B00587,P09,Barley,Machakos Aggregation Warehouse,2025-10-06,267,286,286,0,281,5,Moisture Loss,Grade B,14.0,Low,No,7.3
B00588,P06,Millet,Trans Nzoia Aggregation Warehouse,2025-06-09,386,372,372,352,12,8,Moisture Loss,Grade C,15.5,Medium,Yes,8.1
B00589,P04,Wheat,Kisii Aggregation Warehouse,2025-06-29,366,203,203,0,202,1,Spillage During Handling,Grade B,9.9,Low,No,6.3
B00590,P01,Maize,Meru Aggregation Warehouse,2025-07-14,351,1212,1212,0,1193,19,Moisture Loss,Grade A,11.9,Low,No,7.1
B00591,P02,Beans,Kirinyaga Aggregation Warehouse,2025-11-12,48,971,971,971,0,5,Moisture Loss,Grade C,11.0,Medium,Yes,7.5
B00592,P06,Millet,Narok Aggregation Warehouse,2025-12-23,189,1606,1606,987,602,17,Pest Damage,Grade B,10.8,Medium,Yes,6.2
B00593,P03,Rice,Meru Aggregation Warehouse,2026-01-06,26,351,351,351,0,5,Moisture Loss,Grade A,12.0,Medium,Yes,6.7
B00594,P01,Maize,Nyeri Aggregation Warehouse,2025-06-15,380,502,502,0,490,12,Moisture Loss,Grade B,14.8,High,Yes,7.8
B00595,P08,Cowpeas,Bungoma Aggregation Warehouse,2026-03-10,112,1177,1177,0,1149,28,Moisture Loss,Grade B,15.3,Medium,Yes,7.7
B00596,P02,Beans,Bungoma Aggregation Warehouse,2025-04-02,400,2486,2486,0,2456,30,Weighing Variance,Grade A,13.0,Medium,Yes,8.5
B00597,P02,Beans,Makueni Aggregation Warehouse,2026-05-19,42,1506,1506,0,1455,51,Pest Damage,Grade C,16.2,Low,No,6.9
B00598,P01,Maize,Bungoma Aggregation Warehouse,2025-07-22,37,254,254,254,0,3,Moisture Loss,Grade A,11.3,Low,No,7.7
B00599,P01,Maize,Makueni Aggregation Warehouse,2026-02-23,127,1004,1004,984,20,0,None,Grade A,8.1,Medium,Yes,6.9
B00600,P02,Beans,Nyeri Aggregation Warehouse,2025-08-29,305,947,947,0,940,7,Pest Damage,Grade B,11.3,Low,No,8.4
B00601,P01,Maize,Kisumu Aggregation Warehouse,2025-01-08,400,2410,2410,1432,943,35,Moisture Loss,Grade A,11.4,Low,No,8.9
B00602,P02,Beans,Meru Aggregation Warehouse,2025-12-18,49,625,625,625,0,18,Moisture Loss,Grade B,16.6,Medium,Yes,8.1
B00603,P01,Maize,Narok Aggregation Warehouse,2026-02-16,50,1478,1478,1478,0,35,Spillage During Handling,Grade C,15.3,High,Yes,8.6
B00604,P02,Beans,Machakos Aggregation Warehouse,2026-05-02,22,349,349,349,0,8,Moisture Loss,Grade C,13.7,High,Yes,7.5
B00605,P09,Barley,Machakos Aggregation Warehouse,2025-11-30,70,2448,2448,2448,0,22,Moisture Loss,Grade B,11.4,Low,No,8.5
B00606,P09,Barley,Bungoma Aggregation Warehouse,2025-04-13,400,1760,1760,479,1248,33,Pest Damage,Grade B,13.4,Low,Yes,7.7
B00607,P01,Maize,Nakuru Aggregation Warehouse,2025-03-31,400,1067,1067,0,1056,11,Moisture Loss,Grade A,10.4,Low,No,6.5
B00608,P04,Wheat,Nakuru Aggregation Warehouse,2025-08-05,15,248,248,248,0,2,Pest Damage,Grade C,11.8,Medium,Yes,7.9
B00609,P06,Millet,Kitui Aggregation Warehouse,2025-09-21,50,679,679,679,0,0,None,Grade C,8.8,Low,No,6.5
B00610,P02,Beans,Kitui Aggregation Warehouse,2025-03-08,400,422,422,0,416,6,Moisture Loss,Grade A,12.2,Low,No,10.0
B00611,P07,Green Grams,Kitui Aggregation Warehouse,2025-09-23,280,1177,1177,0,1155,22,Moisture Loss,Grade C,12.2,Medium,Yes,7.2
B00612,P01,Maize,Trans Nzoia Aggregation Warehouse,2026-01-25,64,391,391,391,0,8,Moisture Loss,Grade C,14.6,Low,No,8.3
B00613,P07,Green Grams,Trans Nzoia Aggregation Warehouse,2025-05-10,400,1324,1324,793,497,34,Moisture Loss,Grade B,15.0,Low,No,7.6
B00614,P07,Green Grams,Nakuru Aggregation Warehouse,2026-04-12,54,690,690,690,0,7,Pest Damage,Grade B,11.5,Low,Yes,6.2
B00615,P09,Barley,Kitui Aggregation Warehouse,2025-10-08,61,444,444,444,0,5,Moisture Loss,Grade A,11.1,Low,No,5.5
B00616,P01,Maize,Nakuru Aggregation Warehouse,2025-08-04,330,169,169,0,166,3,Moisture Loss,Grade C,12.0,Medium,Yes,8.4
B00617,P02,Beans,Kakamega Aggregation Warehouse,2025-06-13,28,654,654,654,0,11,Moisture Loss,Grade C,12.0,Medium,Yes,9.3
B00618,P06,Millet,Trans Nzoia Aggregation Warehouse,2025-07-19,25,559,559,559,0,1,Spillage During Handling,Grade B,10.0,Low,No,6.8
B00619,P02,Beans,Kitui Aggregation Warehouse,2025-06-17,27,548,548,548,0,8,Moisture Loss,Grade A,11.8,Low,Yes,5.8
B00620,P01,Maize,Narok Aggregation Warehouse,2025-04-15,45,313,313,313,0,5,Weighing Variance,Grade B,13.7,Low,No,7.2
B00621,P02,Beans,Kirinyaga Aggregation Warehouse,2025-07-03,362,581,581,0,574,7,Moisture Loss,Grade A,10.6,Low,No,6.6
B00622,P01,Maize,Nakuru Aggregation Warehouse,2026-02-11,139,134,134,0,133,1,Spillage During Handling,Grade A,12.2,Low,No,6.9
B00623,P01,Maize,Kisumu Aggregation Warehouse,2026-01-27,35,605,605,605,0,8,Moisture Loss,Grade A,13.1,Low,No,8.3
B00624,P01,Maize,Kirinyaga Aggregation Warehouse,2026-05-07,54,795,795,795,0,10,Pest Damage,Grade A,12.3,Low,Yes,7.5
B00625,P01,Maize,Kitui Aggregation Warehouse,2025-03-07,400,742,742,430,306,6,Moisture Loss,Grade B,10.8,Medium,Yes,6.7
B00626,P03,Rice,Kirinyaga Aggregation Warehouse,2025-05-08,38,299,299,299,0,0,None,Grade B,8.0,Low,No,8.2
B00627,P07,Green Grams,Kitui Aggregation Warehouse,2025-02-10,400,1319,1319,333,977,9,Weighing Variance,Grade B,11.6,Low,No,8.3
B00628,P01,Maize,Embu Aggregation Warehouse,2025-06-25,370,1662,1662,405,1236,21,Spillage During Handling,Grade C,12.8,Low,No,7.2
B00629,P04,Wheat,Bungoma Aggregation Warehouse,2026-05-18,8,643,643,643,0,15,Moisture Loss,Grade B,14.3,Medium,Yes,7.8
B00630,P01,Maize,Narok Aggregation Warehouse,2025-05-26,400,745,745,0,723,22,Moisture Loss,Grade A,15.1,Low,No,8.2
B00631,P02,Beans,Kisii Aggregation Warehouse,2025-09-19,284,1428,1428,0,1415,13,Pest Damage,Grade C,11.7,Low,No,8.1
B00632,P04,Wheat,Nakuru Aggregation Warehouse,2025-10-03,17,127,127,127,0,1,Pest Damage,Grade B,12.0,Medium,Yes,7.6
B00633,P07,Green Grams,Trans Nzoia Aggregation Warehouse,2026-03-21,101,2352,2352,0,2278,74,Moisture Loss,Grade B,15.9,Medium,Yes,9.2
B00634,P05,Sorghum,Kakamega Aggregation Warehouse,2025-12-08,19,1204,1204,1204,0,30,Spillage During Handling,Grade A,15.6,Low,No,8.2
B00635,P07,Green Grams,Kitui Aggregation Warehouse,2025-06-29,41,910,910,910,0,3,Moisture Loss,Grade A,10.2,Low,No,7.1
B00636,P04,Wheat,Nyeri Aggregation Warehouse,2025-04-12,68,456,456,456,0,5,Moisture Loss,Grade A,11.3,Low,No,7.1
B00637,P04,Wheat,Bungoma Aggregation Warehouse,2026-02-17,133,323,323,0,318,5,Moisture Loss,Grade A,13.0,Low,Yes,7.0
B00638,P01,Maize,Meru Aggregation Warehouse,2026-01-15,166,1636,1636,0,1590,46,Weighing Variance,Grade A,15.0,Low,No,8.3
B00639,P01,Maize,Trans Nzoia Aggregation Warehouse,2025-08-23,311,853,853,0,835,18,Pest Damage,Grade B,13.6,High,Yes,6.8
B00640,P01,Maize,Kitui Aggregation Warehouse,2025-03-28,49,363,363,363,0,8,Moisture Loss,Grade C,13.4,Medium,Yes,7.1
B00641,P01,Maize,Nakuru Aggregation Warehouse,2026-06-12,18,411,411,0,409,2,Pest Damage,Grade A,10.6,Low,No,8.8
B00642,P06,Millet,Kitui Aggregation Warehouse,2025-12-20,192,959,959,0,939,20,Moisture Loss,Grade C,13.3,Low,No,7.8
B00643,P03,Rice,Makueni Aggregation Warehouse,2025-08-19,37,1063,1063,1063,0,14,Moisture Loss,Grade A,11.0,Low,No,8.9
B00644,P02,Beans,Kitui Aggregation Warehouse,2025-09-13,50,1331,1331,1331,0,19,Spillage During Handling,Grade A,12.4,Medium,Yes,8.5
B00645,P04,Wheat,Kisii Aggregation Warehouse,2025-11-09,56,474,474,474,0,8,Spillage During Handling,Grade C,12.4,Medium,Yes,6.3
B00646,P02,Beans,Kakamega Aggregation Warehouse,2026-04-17,74,1379,1379,949,418,12,Moisture Loss,Grade A,11.2,Low,No,7.5
B00647,P01,Maize,Kisumu Aggregation Warehouse,2026-06-11,39,543,543,543,0,4,Moisture Loss,Grade B,11.4,Low,No,8.7
B00648,P01,Maize,Trans Nzoia Aggregation Warehouse,2025-07-06,53,593,593,593,0,13,Spillage During Handling,Grade B,13.3,High,Yes,6.1
B00649,P02,Beans,Narok Aggregation Warehouse,2025-07-23,342,501,501,192,306,3,Moisture Loss,Grade A,10.2,Low,No,8.1
B00650,P08,Cowpeas,Nyeri Aggregation Warehouse,2025-05-02,19,909,909,909,0,9,Spillage During Handling,Grade A,11.1,Medium,Yes,7.6
B00651,P06,Millet,Machakos Aggregation Warehouse,2026-02-03,34,669,669,669,0,9,Spillage During Handling,Grade A,11.4,Low,No,5.7
B00652,P02,Beans,Trans Nzoia Aggregation Warehouse,2025-01-09,400,953,953,0,953,0,None,Grade A,9.2,Low,No,7.7
B00653,P01,Maize,Bungoma Aggregation Warehouse,2025-09-27,22,929,929,929,0,9,Moisture Loss,Grade B,10.6,Medium,Yes,6.7
B00654,P05,Sorghum,Narok Aggregation Warehouse,2025-06-02,393,579,579,0,577,2,Moisture Loss,Grade C,10.1,Low,No,6.3
B00655,P07,Green Grams,Busia Aggregation Warehouse,2026-02-22,128,495,495,0,489,6,Spillage During Handling,Grade A,11.0,Low,No,7.6
B00656,P02,Beans,Nyeri Aggregation Warehouse,2026-01-08,173,1171,1171,0,1134,37,Weighing Variance,Grade A,16.4,Medium,Yes,5.5
B00657,P01,Maize,Kitui Aggregation Warehouse,2025-04-14,57,485,485,485,0,5,Spillage During Handling,Grade A,12.2,Low,No,6.9
B00658,P02,Beans,Machakos Aggregation Warehouse,2026-01-06,71,1727,1727,1727,0,11,Pest Damage,Grade A,11.0,Low,No,10.0
B00659,P01,Maize,Narok Aggregation Warehouse,2025-05-04,400,1095,1095,399,682,14,Pest Damage,Grade A,12.9,Low,No,8.3
B00660,P05,Sorghum,Kitui Aggregation Warehouse,2026-05-01,60,1456,1456,0,1429,27,Spillage During Handling,Grade A,13.2,Medium,Yes,6.6
B00661,P09,Barley,Kirinyaga Aggregation Warehouse,2026-01-10,171,368,368,0,365,3,Moisture Loss,Grade A,10.4,Low,No,9.1
B00662,P01,Maize,Kitui Aggregation Warehouse,2025-05-13,28,328,328,328,0,3,Moisture Loss,Grade A,9.8,Low,No,6.5
B00663,P07,Green Grams,Nakuru Aggregation Warehouse,2025-06-19,29,590,590,590,0,8,Moisture Loss,Grade B,11.5,Low,No,7.0
B00664,P01,Maize,Kitui Aggregation Warehouse,2025-01-10,24,326,326,326,0,6,Moisture Loss,Grade B,13.1,Medium,Yes,6.3
B00665,P01,Maize,Kitui Aggregation Warehouse,2025-06-25,38,47,47,47,0,2,Spillage During Handling,Grade C,16.9,High,Yes,7.7
B00666,P05,Sorghum,Nakuru Aggregation Warehouse,2025-08-04,73,488,488,488,0,9,Moisture Loss,Grade B,13.5,Medium,Yes,9.1
B00667,P01,Maize,Kirinyaga Aggregation Warehouse,2025-10-29,52,373,373,373,0,13,Moisture Loss,Grade B,16.2,High,Yes,6.4
B00668,P04,Wheat,Narok Aggregation Warehouse,2025-04-19,400,1157,1157,748,397,12,Pest Damage,Grade B,10.8,Low,No,5.3
B00669,P01,Maize,Nyeri Aggregation Warehouse,2025-07-28,59,530,530,530,0,6,Moisture Loss,Grade A,10.3,Low,No,8.8
B00670,P01,Maize,Trans Nzoia Aggregation Warehouse,2026-04-16,75,2142,2142,0,2142,0,None,Grade B,8.5,Low,No,9.3
B00671,P08,Cowpeas,Kakamega Aggregation Warehouse,2026-02-08,142,250,250,0,243,7,Pest Damage,Grade C,16.7,High,Yes,5.3
B00672,P04,Wheat,Makueni Aggregation Warehouse,2025-01-13,54,353,353,353,0,8,Spillage During Handling,Grade C,15.2,Medium,Yes,8.1
B00673,P06,Millet,Nyeri Aggregation Warehouse,2025-05-27,41,1121,1121,1121,0,15,Spillage During Handling,Grade B,12.9,Low,No,7.8
B00674,P01,Maize,Bungoma Aggregation Warehouse,2026-05-07,54,2358,2358,2117,201,40,Moisture Loss,Grade B,14.2,Medium,Yes,6.7
B00675,P05,Sorghum,Kitui Aggregation Warehouse,2025-01-22,17,369,369,369,0,7,Spillage During Handling,Grade C,13.5,High,Yes,5.9
B00676,P01,Maize,Machakos Aggregation Warehouse,2025-05-31,395,886,886,0,882,4,Moisture Loss,Grade B,10.6,Medium,Yes,8.7
B00677,P01,Maize,Bungoma Aggregation Warehouse,2025-08-18,316,1162,1162,0,1138,24,Pest Damage,Grade A,13.4,Low,No,7.8
B00678,P05,Sorghum,Bungoma Aggregation Warehouse,2026-03-15,107,166,166,137,25,4,Moisture Loss,Grade B,13.7,Medium,Yes,7.9
B00679,P07,Green Grams,Nyeri Aggregation Warehouse,2026-05-27,34,136,136,0,135,1,Moisture Loss,Grade A,10.7,Low,No,6.9
B00680,P06,Millet,Uasin Gishu Aggregation Warehouse,2025-11-24,218,554,554,0,545,9,Moisture Loss,Grade C,13.7,Low,No,6.7
B00681,P01,Maize,Nakuru Aggregation Warehouse,2025-07-06,34,258,258,258,0,0,None,Grade C,8.6,Low,No,4.9
B00682,P07,Green Grams,Kitui Aggregation Warehouse,2025-09-09,294,1044,1044,0,1024,20,Moisture Loss,Grade B,13.4,Medium,Yes,7.3
B00683,P02,Beans,Uasin Gishu Aggregation Warehouse,2025-08-13,37,243,243,243,0,2,Moisture Loss,Grade A,10.2,Low,No,9.2
B00684,P01,Maize,Bungoma Aggregation Warehouse,2026-01-05,29,749,749,749,0,4,Weighing Variance,Grade A,10.7,Low,No,6.6
B00685,P01,Maize,Busia Aggregation Warehouse,2025-08-18,316,854,854,523,311,20,Moisture Loss,Grade B,13.5,Medium,Yes,5.9
B00686,P01,Maize,Nyeri Aggregation Warehouse,2025-03-17,72,427,427,427,0,0,None,Grade A,8.0,Medium,Yes,8.1
B00687,P01,Maize,Trans Nzoia Aggregation Warehouse,2026-04-27,58,1057,1057,1057,0,19,Moisture Loss,Grade A,12.4,Low,No,8.3
B00688,P01,Maize,Bungoma Aggregation Warehouse,2025-06-09,386,537,537,0,527,10,Moisture Loss,Grade A,13.5,Low,No,7.0
B00689,P04,Wheat,Embu Aggregation Warehouse,2025-09-22,13,818,818,818,0,16,Moisture Loss,Grade A,13.4,Low,No,7.2
B00690,P06,Millet,Kitui Aggregation Warehouse,2025-02-27,23,459,459,459,0,11,Moisture Loss,Grade C,13.8,Medium,Yes,7.9
B00691,P05,Sorghum,Kitui Aggregation Warehouse,2026-01-25,156,425,425,0,416,9,Moisture Loss,Grade A,13.0,Low,No,7.4
B00692,P01,Maize,Bungoma Aggregation Warehouse,2025-04-20,7,94,94,94,0,2,Moisture Loss,Grade B,14.9,Low,No,8.7
B00693,P01,Maize,Machakos Aggregation Warehouse,2025-02-15,400,1460,1460,843,597,20,Moisture Loss,Grade C,11.5,Medium,Yes,10.0
B00694,P04,Wheat,Trans Nzoia Aggregation Warehouse,2026-02-05,145,334,334,0,334,0,None,Grade A,8.7,Low,No,5.7
B00695,P01,Maize,Kisumu Aggregation Warehouse,2026-01-27,154,902,902,0,888,14,Moisture Loss,Grade B,11.7,Low,No,9.0
B00696,P01,Maize,Kisii Aggregation Warehouse,2025-05-25,400,295,295,0,292,3,Pest Damage,Grade B,11.9,Medium,Yes,7.7
B00697,P03,Rice,Nakuru Aggregation Warehouse,2025-12-14,64,974,974,974,0,22,Moisture Loss,Grade B,13.2,Low,No,9.1
B00698,P05,Sorghum,Uasin Gishu Aggregation Warehouse,2026-05-25,15,1797,1797,1797,0,50,Spillage During Handling,Grade C,15.5,Medium,Yes,8.4
B00699,P01,Maize,Trans Nzoia Aggregation Warehouse,2025-06-23,372,1646,1646,391,1213,42,Pest Damage,Grade A,15.9,Low,No,7.7
B00700,P09,Barley,Trans Nzoia Aggregation Warehouse,2026-03-29,93,633,633,0,622,11,Spillage During Handling,Grade A,13.1,High,Yes,8.3
B00701,P08,Cowpeas,Nakuru Aggregation Warehouse,2026-03-28,94,865,865,266,578,21,Moisture Loss,Grade B,14.0,High,Yes,7.0
B00702,P01,Maize,Busia Aggregation Warehouse,2025-02-28,400,1200,1200,405,778,17,Moisture Loss,Grade B,11.5,Low,No,6.7
B00703,P07,Green Grams,Kitui Aggregation Warehouse,2026-02-02,148,866,866,0,852,14,Weighing Variance,Grade A,12.0,Low,No,8.5
B00704,P06,Millet,Meru Aggregation Warehouse,2026-02-11,139,1930,1930,1897,9,24,Moisture Loss,Grade C,11.0,High,Yes,6.5
B00705,P01,Maize,Machakos Aggregation Warehouse,2025-02-09,71,1503,1503,1503,0,31,Spillage During Handling,Grade B,13.7,Low,No,8.3
B00706,P08,Cowpeas,Kakamega Aggregation Warehouse,2026-03-17,105,1775,1775,675,1081,19,Pest Damage,Grade B,11.5,Low,No,7.6
B00707,P01,Maize,Meru Aggregation Warehouse,2025-10-08,30,1527,1527,1527,0,35,Moisture Loss,Grade B,13.4,High,Yes,4.9
B00708,P01,Maize,Makueni Aggregation Warehouse,2026-03-15,107,456,456,0,451,5,Pest Damage,Grade A,10.3,Low,No,7.0
B00709,P09,Barley,Kisumu Aggregation Warehouse,2025-12-30,33,520,520,520,0,13,Moisture Loss,Grade C,15.6,Medium,Yes,8.0
B00710,P02,Beans,Busia Aggregation Warehouse,2025-11-21,221,410,410,0,404,6,Weighing Variance,Grade A,12.0,Low,No,7.2
B00711,P04,Wheat,Trans Nzoia Aggregation Warehouse,2026-04-07,84,2081,2081,0,2061,20,Weighing Variance,Grade A,11.7,Low,No,4.8
B00712,P02,Beans,Embu Aggregation Warehouse,2025-06-20,18,540,540,540,0,9,Weighing Variance,Grade B,12.2,Low,No,9.1
B00713,P01,Maize,Kirinyaga Aggregation Warehouse,2025-11-11,45,136,136,136,0,3,Spillage During Handling,Grade B,15.3,Low,No,7.8
B00714,P02,Beans,Trans Nzoia Aggregation Warehouse,2025-12-10,202,802,802,0,793,9,Moisture Loss,Grade A,12.3,Low,No,8.1
B00715,P05,Sorghum,Kisumu Aggregation Warehouse,2025-10-18,255,1918,1918,760,1111,47,Moisture Loss,Grade A,14.5,Low,No,7.1
B00716,P05,Sorghum,Busia Aggregation Warehouse,2025-04-17,400,1073,1073,972,89,12,Moisture Loss,Grade A,11.9,Low,No,8.2
B00717,P07,Green Grams,Kisii Aggregation Warehouse,2025-08-17,49,824,824,824,0,15,Moisture Loss,Grade C,13.4,Low,No,9.6
B00718,P02,Beans,Busia Aggregation Warehouse,2026-02-10,140,1071,1071,0,1052,19,Spillage During Handling,Grade C,13.8,Low,No,6.8
B00719,P05,Sorghum,Trans Nzoia Aggregation Warehouse,2026-03-01,48,522,522,522,0,8,Pest Damage,Grade A,12.3,Low,No,9.4
B00720,P08,Cowpeas,Kisumu Aggregation Warehouse,2025-09-05,298,1341,1341,801,525,15,Pest Damage,Grade A,11.7,Low,No,8.0
B00721,P02,Beans,Makueni Aggregation Warehouse,2025-06-27,368,433,433,373,60,0,None,Grade B,8.0,High,Yes,6.5
B00722,P07,Green Grams,Busia Aggregation Warehouse,2025-09-24,279,344,344,0,344,0,None,Grade A,9.1,Low,No,10.0
B00723,P01,Maize,Nyeri Aggregation Warehouse,2025-03-22,400,931,931,0,924,7,Moisture Loss,Grade B,10.0,Low,No,8.0
B00724,P08,Cowpeas,Kitui Aggregation Warehouse,2025-07-18,347,1062,1062,0,1049,13,Moisture Loss,Grade B,10.8,Low,No,8.3
B00725,P05,Sorghum,Kisumu Aggregation Warehouse,2025-04-16,400,2126,2126,0,2101,25,Spillage During Handling,Grade A,10.7,Low,No,7.3
B00726,P08,Cowpeas,Kisii Aggregation Warehouse,2026-02-05,49,579,579,579,0,9,Moisture Loss,Grade B,13.6,Low,No,6.7
B00727,P05,Sorghum,Kakamega Aggregation Warehouse,2025-06-14,5,836,836,836,0,9,Moisture Loss,Grade B,11.8,Low,Yes,7.8
B00728,P09,Barley,Trans Nzoia Aggregation Warehouse,2025-01-06,400,379,379,0,370,9,Moisture Loss,Grade A,14.1,High,Yes,9.2
B00729,P01,Maize,Kisii Aggregation Warehouse,2025-01-31,3,1103,1103,1103,0,27,Moisture Loss,Grade B,14.5,Medium,Yes,7.3
B00730,P06,Millet,Kitui Aggregation Warehouse,2025-10-29,244,618,618,465,134,19,Moisture Loss,Grade C,15.4,Medium,Yes,7.6
B00731,P01,Maize,Makueni Aggregation Warehouse,2025-04-16,400,597,597,500,86,11,Spillage During Handling,Grade C,12.1,Medium,Yes,9.2
B00732,P05,Sorghum,Nyeri Aggregation Warehouse,2025-11-23,219,2269,2269,0,2234,35,Pest Damage,Grade A,11.9,Medium,Yes,7.3
B00733,P08,Cowpeas,Makueni Aggregation Warehouse,2025-09-17,286,264,264,0,257,7,Moisture Loss,Grade C,16.2,High,Yes,8.0
B00734,P07,Green Grams,Trans Nzoia Aggregation Warehouse,2025-07-10,10,126,126,126,0,3,Moisture Loss,Grade C,14.4,Medium,Yes,8.6
B00735,P01,Maize,Machakos Aggregation Warehouse,2025-11-26,216,1720,1720,0,1687,33,Weighing Variance,Grade B,13.1,Medium,Yes,7.4
B00736,P01,Maize,Kirinyaga Aggregation Warehouse,2026-03-08,114,471,471,0,464,7,Moisture Loss,Grade A,13.7,Low,No,7.9
B00737,P02,Beans,Kitui Aggregation Warehouse,2026-04-09,82,563,563,0,552,11,Pest Damage,Grade B,14.4,Low,No,8.3
B00738,P08,Cowpeas,Trans Nzoia Aggregation Warehouse,2025-05-15,400,2094,2094,0,2030,64,Moisture Loss,Grade A,15.7,Low,No,7.2
B00739,P07,Green Grams,Kirinyaga Aggregation Warehouse,2025-11-05,237,2267,2267,0,2254,13,Pest Damage,Grade A,11.0,Low,No,8.5
B00740,P09,Barley,Nakuru Aggregation Warehouse,2025-05-05,48,255,255,255,0,5,Spillage During Handling,Grade C,14.1,Medium,Yes,7.0
