procurement_id,batch_id,farmer_id,product_id,product_name,procurement_date,season,county_sourced,quantity_kg,farmgate_price_kes_per_kg,transport_cost_kes,handling_cost_kes,moisture_percent,grade,rejected_quantity_kg,accepted_quantity_kg,collection_center,payment_status,days_to_pay_farmer
PR00467,B00467,F0094,P02,Beans,2025-05-13,Lean Season,Makueni,1332,115.87,199.93,1266.13,10.5,Grade A,0,1332,Makueni Collection Center 2,Delayed,39
PR00468,B00468,F0033,P01,Maize,2025-07-02,Long Rains Harvest,Narok,1907,42.17,213.8,1486.01,13.2,Grade A,0,1907,Narok Collection Center 3,Paid,17
PR00469,B00469,F0084,P06,Millet,2025-06-07,Lean Season,Kitui,677,93.92,83.4,543.39,9.9,Grade A,0,677,Kitui Collection Center 3,Paid,18
PR00470,B00470,F0048,P01,Maize,2026-06-09,Lean Season,Uasin Gishu,1373,50.62,137.61,1059.49,11.6,Grade B,0,1373,Uasin Gishu Collection Center 2,Paid,16
PR00471,B00471,F0056,P05,Sorghum,2026-03-13,Lean Season,Kisumu,398,55.84,77.95,470.15,16.9,Grade C,0,398,Kisumu Collection Center 3,Delayed,32
PR00472,B00472,F0068,P05,Sorghum,2025-03-27,Lean Season,Kisumu,605,60.27,74.19,686.7,11.1,Grade A,0,605,Kisumu Collection Center 1,Delayed,21
PR00473,B00473,F0038,P04,Wheat,2025-02-18,Short Rains Harvest,Nyeri,195,48.93,25.91,167.58,8.6,Grade A,0,195,Nyeri Collection Center 2,Pending,
PR00474,B00474,F0075,P02,Beans,2025-03-25,Lean Season,Nyeri,1474,140.84,177.3,1501.06,13.4,Grade C,0,1474,Nyeri Collection Center 2,Paid,10
PR00475,B00475,F0039,P07,Green Grams,2025-11-18,Peak Demand Season,Kitui,1805,149.43,222.32,1749.37,9.9,Grade A,0,1805,Kitui Collection Center 1,Pending,
PR00476,B00476,F0011,P01,Maize,2025-09-23,Long Rains Harvest,Kirinyaga,793,51.47,85.68,693.13,10.5,Grade A,0,793,Kirinyaga Collection Center 3,Paid,18
PR00477,B00477,F0085,P02,Beans,2026-05-14,Lean Season,Uasin Gishu,686,119.97,89.57,639.16,12.7,Grade C,0,686,Uasin Gishu Collection Center 1,Pending,
PR00478,B00478,F0002,P01,Maize,2025-07-15,Long Rains Harvest,Trans Nzoia,1150,40.29,163.06,1356.27,13.7,Grade A,0,1150,Trans Nzoia Collection Center 2,Paid,21
PR00479,B00479,F0110,P07,Green Grams,2025-07-15,Long Rains Harvest,Bungoma,423,113.41,60.51,255.37,14.5,Grade A,0,423,Bungoma Collection Center 2,Pending,
PR00480,B00480,F0061,P09,Barley,2025-01-21,Short Rains Harvest,Kirinyaga,686,49.97,171.37,439.68,14.4,Grade C,22,664,Kirinyaga Collection Center 3,Paid,13
PR00481,B00481,F0054,P02,Beans,2026-05-23,Lean Season,Kirinyaga,281,139.42,33.85,249.53,13.3,Grade B,0,281,Kirinyaga Collection Center 3,Paid,9
PR00482,B00482,F0116,P08,Cowpeas,2026-05-15,Lean Season,Makueni,1054,106.35,151.3,541.03,8.0,Grade A,0,1054,Makueni Collection Center 2,Paid,10
PR00483,B00483,F0080,P01,Maize,2025-12-22,Peak Demand Season,Machakos,1049,51.63,117.86,642.97,13.3,Grade B,0,1049,Machakos Collection Center 3,Paid,21
PR00484,B00484,F0044,P08,Cowpeas,2026-04-25,Lean Season,Narok,1263,102.97,203.15,1260.44,8.8,Grade B,0,1263,Narok Collection Center 2,Pending,
PR00485,B00485,F0109,P07,Green Grams,2025-06-15,Lean Season,Kakamega,973,160.87,112.43,996.82,13.9,Grade A,0,973,Kakamega Collection Center 1,Paid,4
PR00486,B00486,F0064,P07,Green Grams,2025-11-07,Peak Demand Season,Nakuru,450,135.37,79.73,539.77,10.4,Grade A,0,450,Nakuru Collection Center 3,Paid,16
PR00487,B00487,F0009,P01,Maize,2025-12-12,Peak Demand Season,Meru,310,51.33,36.51,181.19,12.0,Grade A,0,310,Meru Collection Center 1,Paid,20
PR00488,B00488,F0072,P06,Millet,2025-10-01,Peak Demand Season,Narok,336,114.12,38.64,373.49,10.0,Grade A,0,336,Narok Collection Center 2,Delayed,30
PR00489,B00489,F0097,P09,Barley,2025-04-24,Lean Season,Embu,1066,60.2,166.4,987.93,15.6,Grade A,0,1066,Embu Collection Center 1,Paid,5
PR00490,B00490,F0112,P05,Sorghum,2025-07-30,Long Rains Harvest,Narok,502,60.92,47.22,353.65,13.0,Grade A,0,502,Narok Collection Center 3,Paid,13
PR00491,B00491,F0105,P02,Beans,2025-05-22,Lean Season,Kakamega,1107,111.91,120.84,1304.87,13.7,Grade A,0,1107,Kakamega Collection Center 2,Paid,15
PR00492,B00492,F0011,P04,Wheat,2025-09-30,Long Rains Harvest,Kirinyaga,198,45.75,25.13,148.99,14.2,Grade A,0,198,Kirinyaga Collection Center 1,Paid,16
PR00493,B00493,F0055,P01,Maize,2026-02-28,Short Rains Harvest,Trans Nzoia,930,53.85,98.51,1084.65,8.0,Grade B,0,930,Trans Nzoia Collection Center 1,Paid,17
PR00494,B00494,F0067,P06,Millet,2025-03-13,Lean Season,Kirinyaga,1537,92.64,142.23,1824.97,14.6,Grade A,0,1537,Kirinyaga Collection Center 3,Paid,16
PR00495,B00495,F0074,P01,Maize,2025-03-01,Lean Season,Uasin Gishu,1090,64.56,124.12,1154.69,11.6,Grade C,0,1090,Uasin Gishu Collection Center 3,Delayed,41
PR00496,B00496,F0039,P04,Wheat,2025-11-18,Peak Demand Season,Kitui,527,57.85,57.75,366.71,13.6,Grade C,0,527,Kitui Collection Center 1,Paid,18
PR00497,B00497,F0080,P08,Cowpeas,2026-03-29,Lean Season,Machakos,1292,122.0,161.4,1352.85,13.8,Grade A,0,1292,Machakos Collection Center 2,Paid,17
PR00498,B00498,F0093,P02,Beans,2025-05-10,Lean Season,Narok,69,129.72,11.93,44.82,12.3,Grade A,0,69,Narok Collection Center 1,Paid,15
PR00499,B00499,F0102,P01,Maize,2025-09-22,Long Rains Harvest,Kisumu,1347,42.19,337.76,1358.53,12.4,Grade A,151,1196,Kisumu Collection Center 2,Paid,16
PR00500,B00500,F0097,P01,Maize,2025-05-08,Lean Season,Embu,1289,55.08,191.6,649.2,10.4,Grade A,0,1289,Embu Collection Center 3,Paid,14
PR00501,B00501,F0081,P08,Cowpeas,2025-08-28,Long Rains Harvest,Narok,813,90.63,74.93,853.12,16.3,Grade C,0,813,Narok Collection Center 1,Paid,18
PR00502,B00502,F0067,P01,Maize,2025-07-17,Long Rains Harvest,Kirinyaga,662,50.75,61.99,376.41,13.1,Grade C,29,633,Kirinyaga Collection Center 2,Delayed,20
PR00503,B00503,F0010,P01,Maize,2026-01-14,Short Rains Harvest,Nakuru,1550,50.19,262.29,1381.48,10.2,Grade B,0,1550,Nakuru Collection Center 2,Paid,13
PR00504,B00504,F0063,P05,Sorghum,2026-03-03,Lean Season,Kirinyaga,1010,72.21,98.66,594.88,14.2,Grade A,0,1010,Kirinyaga Collection Center 1,Pending,
PR00505,B00505,F0059,P05,Sorghum,2026-04-30,Lean Season,Machakos,1221,54.49,120.87,1088.3,9.6,Grade A,0,1221,Machakos Collection Center 2,Paid,19
PR00506,B00506,F0006,P04,Wheat,2025-06-06,Lean Season,Kirinyaga,485,52.84,51.06,369.63,10.3,Grade A,0,485,Kirinyaga Collection Center 2,Pending,
PR00507,B00507,F0115,P01,Maize,2025-11-09,Peak Demand Season,Kirinyaga,254,59.04,35.88,272.64,15.1,Grade A,0,254,Kirinyaga Collection Center 2,Pending,
PR00508,B00508,F0040,P03,Rice,2026-04-09,Lean Season,Meru,400,100.58,43.57,333.06,11.4,Grade B,0,400,Meru Collection Center 2,Paid,7
PR00509,B00509,F0086,P06,Millet,2026-04-05,Lean Season,Kisii,320,94.94,58.06,180.01,15.1,Grade B,0,320,Kisii Collection Center 2,Delayed,40
PR00510,B00510,F0086,P04,Wheat,2026-03-30,Lean Season,Kisii,704,59.76,125.32,778.74,14.8,Grade B,0,704,Kisii Collection Center 3,Pending,
PR00511,B00511,F0083,P05,Sorghum,2025-03-29,Lean Season,Busia,1872,58.07,248.87,1691.91,15.7,Grade B,252,1620,Busia Collection Center 1,Delayed,30
PR00512,B00512,F0069,P05,Sorghum,2025-07-04,Long Rains Harvest,Meru,635,61.87,71.73,408.98,11.4,Grade B,0,635,Meru Collection Center 3,Paid,13
PR00513,B00513,F0052,P05,Sorghum,2025-02-16,Short Rains Harvest,Kitui,759,54.94,87.97,560.12,9.7,Grade A,0,759,Kitui Collection Center 1,Paid,17
PR00514,B00514,F0013,P01,Maize,2025-06-22,Lean Season,Meru,1936,52.15,184.0,2009.21,11.2,Grade C,0,1936,Meru Collection Center 2,Paid,7
PR00515,B00515,F0092,P01,Maize,2025-03-01,Lean Season,Nakuru,379,52.38,38.9,227.29,10.8,Grade A,0,379,Nakuru Collection Center 1,Delayed,28
PR00516,B00516,F0097,P01,Maize,2025-08-31,Long Rains Harvest,Embu,165,45.9,25.58,126.97,12.2,Grade A,0,165,Embu Collection Center 2,Paid,13
PR00517,B00517,F0082,P01,Maize,2025-08-28,Long Rains Harvest,Kisumu,824,52.09,115.36,731.59,12.3,Grade A,0,824,Kisumu Collection Center 1,Paid,19
PR00518,B00518,F0053,P02,Beans,2026-04-02,Lean Season,Busia,898,110.16,118.87,576.89,10.8,Grade A,0,898,Busia Collection Center 3,Pending,
PR00519,B00519,F0117,P08,Cowpeas,2026-04-08,Lean Season,Machakos,268,99.96,29.2,314.31,14.2,Grade B,0,268,Machakos Collection Center 2,Paid,20
PR00520,B00520,F0033,P01,Maize,2026-01-25,Short Rains Harvest,Narok,1479,55.09,168.53,959.76,10.1,Grade A,0,1479,Narok Collection Center 1,Paid,11
PR00521,B00521,F0051,P02,Beans,2025-05-06,Lean Season,Makueni,1483,143.61,192.58,1778.38,13.1,Grade A,0,1483,Makueni Collection Center 3,Pending,
PR00522,B00522,F0082,P08,Cowpeas,2025-09-25,Long Rains Harvest,Kisumu,674,108.0,112.33,465.81,13.1,Grade B,0,674,Kisumu Collection Center 2,Delayed,45
PR00523,B00523,F0089,P01,Maize,2025-05-17,Lean Season,Kitui,1613,58.62,210.04,1344.55,12.6,Grade B,0,1613,Kitui Collection Center 3,Delayed,32
PR00524,B00524,F0051,P03,Rice,2025-03-25,Lean Season,Makueni,620,97.8,79.1,343.65,9.1,Grade B,0,620,Makueni Collection Center 2,Paid,18
PR00525,B00525,F0049,P09,Barley,2026-01-02,Short Rains Harvest,Busia,617,45.47,69.54,659.15,10.7,Grade A,0,617,Busia Collection Center 1,Paid,13
PR00526,B00526,F0003,P01,Maize,2025-10-15,Peak Demand Season,Meru,971,55.53,213.13,615.67,12.9,Grade B,0,971,Meru Collection Center 2,Paid,11
PR00527,B00527,F0005,P09,Barley,2025-10-15,Peak Demand Season,Nakuru,194,51.37,21.78,179.3,12.5,Grade C,0,194,Nakuru Collection Center 2,Paid,19
PR00528,B00528,F0064,P04,Wheat,2025-06-24,Lean Season,Nakuru,1991,57.7,361.52,1783.93,15.2,Grade B,116,1875,Nakuru Collection Center 2,Paid,11
PR00529,B00529,F0110,P08,Cowpeas,2025-08-22,Long Rains Harvest,Bungoma,938,105.28,132.93,649.12,13.3,Grade A,0,938,Bungoma Collection Center 3,Paid,15
PR00530,B00530,F0072,P01,Maize,2026-04-10,Lean Season,Narok,462,47.08,48.05,448.68,10.7,Grade B,0,462,Narok Collection Center 2,Pending,
PR00531,B00531,F0088,P01,Maize,2026-06-15,Lean Season,Makueni,749,55.4,97.14,772.46,11.0,Grade A,0,749,Makueni Collection Center 2,Paid,19
PR00532,B00532,F0051,P02,Beans,2025-07-19,Long Rains Harvest,Makueni,1466,99.72,197.2,1561.83,13.5,Grade A,0,1466,Makueni Collection Center 1,Delayed,39
PR00533,B00533,F0043,P01,Maize,2025-11-15,Peak Demand Season,Trans Nzoia,828,45.16,104.13,430.16,14.1,Grade A,0,828,Trans Nzoia Collection Center 2,Delayed,49
PR00534,B00534,F0061,P01,Maize,2025-09-02,Long Rains Harvest,Kirinyaga,1219,52.75,322.51,1310.6,10.9,Grade A,0,1219,Kirinyaga Collection Center 2,Paid,14
PR00535,B00535,F0081,P06,Millet,2026-04-03,Lean Season,Narok,1221,110.35,106.76,662.37,12.1,Grade A,0,1221,Narok Collection Center 1,Paid,11
PR00536,B00536,F0103,P01,Maize,2026-03-29,Lean Season,Kitui,951,48.02,186.46,762.98,13.1,Grade A,206,745,Kitui Collection Center 3,Paid,21
PR00537,B00537,F0030,P06,Millet,2025-01-11,Short Rains Harvest,Makueni,666,89.78,78.43,532.58,15.6,Grade A,0,666,Makueni Collection Center 1,Paid,17
PR00538,B00538,F0043,P03,Rice,2025-07-17,Long Rains Harvest,Trans Nzoia,350,66.59,37.63,349.76,16.7,Grade C,0,350,Trans Nzoia Collection Center 3,Paid,15
PR00539,B00539,F0054,P01,Maize,2026-05-08,Lean Season,Kirinyaga,522,60.03,60.62,349.85,14.3,Grade A,0,522,Kirinyaga Collection Center 3,Paid,8
PR00540,B00540,F0040,P06,Millet,2025-05-30,Lean Season,Meru,788,94.88,76.58,583.14,11.5,Grade A,0,788,Meru Collection Center 1,Paid,20
PR00541,B00541,F0105,P01,Maize,2025-02-25,Short Rains Harvest,Kakamega,279,46.32,30.4,178.63,14.2,Grade C,0,279,Kakamega Collection Center 3,Paid,17
PR00542,B00542,F0060,P05,Sorghum,2025-12-06,Peak Demand Season,Kisumu,344,68.29,46.92,252.83,13.7,Grade B,77,267,Kisumu Collection Center 2,Delayed,44
PR00543,B00543,F0001,P01,Maize,2025-08-17,Long Rains Harvest,Trans Nzoia,618,48.84,76.78,401.2,11.2,Grade B,0,618,Trans Nzoia Collection Center 2,Pending,
PR00544,B00544,F0024,P01,Maize,2025-01-07,Short Rains Harvest,Trans Nzoia,841,45.41,89.52,438.17,9.0,Grade A,0,841,Trans Nzoia Collection Center 2,Paid,10
PR00545,B00545,F0004,P01,Maize,2025-07-23,Long Rains Harvest,Kakamega,262,41.55,24.67,293.38,11.1,Grade A,0,262,Kakamega Collection Center 1,Paid,17
PR00546,B00546,F0034,P01,Maize,2025-04-14,Lean Season,Kirinyaga,311,47.42,31.44,237.99,9.6,Grade A,0,311,Kirinyaga Collection Center 1,Paid,14
PR00547,B00547,F0048,P02,Beans,2025-06-25,Lean Season,Uasin Gishu,406,148.56,46.04,486.54,9.6,Grade B,0,406,Uasin Gishu Collection Center 1,Paid,16
PR00548,B00548,F0025,P07,Green Grams,2026-01-23,Short Rains Harvest,Narok,1036,139.07,139.98,829.5,14.3,Grade C,0,1036,Narok Collection Center 3,Paid,15
PR00549,B00549,F0020,P01,Maize,2025-12-02,Peak Demand Season,Uasin Gishu,1166,48.25,130.38,811.6,10.2,Grade A,0,1166,Uasin Gishu Collection Center 3,Paid,16
PR00550,B00550,F0061,P01,Maize,2025-03-08,Lean Season,Kirinyaga,360,50.04,85.69,402.37,13.6,Grade B,0,360,Kirinyaga Collection Center 3,Paid,12
PR00551,B00551,F0089,P02,Beans,2026-05-10,Lean Season,Kitui,635,138.46,94.0,436.78,12.7,Grade C,0,635,Kitui Collection Center 1,Paid,21
PR00552,B00552,F0058,P08,Cowpeas,2025-08-29,Long Rains Harvest,Kakamega,642,91.89,96.58,720.39,13.4,Grade C,0,642,Kakamega Collection Center 1,Paid,14
PR00553,B00553,F0038,P06,Millet,2026-04-01,Lean Season,Nyeri,629,108.19,70.86,332.62,9.5,Grade A,0,629,Nyeri Collection Center 2,Paid,20
PR00554,B00554,F0041,P07,Green Grams,2025-10-07,Peak Demand Season,Trans Nzoia,708,141.26,65.59,469.87,11.3,Grade A,0,708,Trans Nzoia Collection Center 3,Pending,
PR00555,B00555,F0011,P04,Wheat,2025-10-11,Peak Demand Season,Kirinyaga,1486,58.03,160.2,817.22,16.9,Grade B,152,1334,Kirinyaga Collection Center 3,Paid,21
PR00556,B00556,F0025,P07,Green Grams,2025-05-22,Lean Season,Narok,76,176.89,11.41,77.36,10.7,Grade A,0,76,Narok Collection Center 2,Pending,
PR00557,B00557,F0106,P08,Cowpeas,2025-01-13,Short Rains Harvest,Busia,1115,97.05,111.6,1151.59,14.6,Grade B,0,1115,Busia Collection Center 2,Pending,
PR00558,B00558,F0076,P01,Maize,2026-04-25,Lean Season,Kirinyaga,661,59.99,91.18,696.92,10.4,Grade A,0,661,Kirinyaga Collection Center 1,Paid,12
PR00559,B00559,F0110,P02,Beans,2025-01-31,Short Rains Harvest,Bungoma,381,104.49,52.11,224.73,13.0,Grade A,0,381,Bungoma Collection Center 2,Pending,
PR00560,B00560,F0055,P01,Maize,2026-02-18,Short Rains Harvest,Trans Nzoia,1047,51.5,105.79,743.1,10.8,Grade A,0,1047,Trans Nzoia Collection Center 2,Paid,20
PR00561,B00561,F0103,P04,Wheat,2026-02-05,Short Rains Harvest,Kitui,664,53.01,117.62,513.57,8.0,Grade A,0,664,Kitui Collection Center 2,Paid,19
PR00562,B00562,F0039,P05,Sorghum,2025-04-06,Lean Season,Kitui,761,57.6,98.82,475.13,10.9,Grade B,0,761,Kitui Collection Center 2,Paid,21
PR00563,B00563,F0030,P01,Maize,2025-10-26,Peak Demand Season,Makueni,1465,55.18,155.78,791.42,15.1,Grade A,0,1465,Makueni Collection Center 1,Paid,14
PR00564,B00564,F0017,P09,Barley,2026-03-05,Lean Season,Nakuru,1000,54.64,134.55,1168.57,13.2,Grade A,0,1000,Nakuru Collection Center 3,Paid,17
PR00565,B00565,F0021,P05,Sorghum,2025-11-14,Peak Demand Season,Bungoma,491,62.74,57.31,480.88,13.2,Grade A,0,491,Bungoma Collection Center 2,Paid,10
PR00566,B00566,F0032,P05,Sorghum,2025-12-03,Peak Demand Season,Nakuru,737,69.52,108.65,605.92,14.6,Grade B,0,737,Nakuru Collection Center 2,Delayed,47
PR00567,B00567,F0108,P02,Beans,2025-11-01,Peak Demand Season,Busia,561,116.18,97.74,614.23,11.9,Grade A,0,561,Busia Collection Center 2,Paid,17
PR00568,B00568,F0024,P08,Cowpeas,2025-04-08,Lean Season,Trans Nzoia,1089,111.78,143.43,727.22,12.6,Grade A,0,1089,Trans Nzoia Collection Center 1,Paid,13
PR00569,B00569,F0093,P05,Sorghum,2025-08-11,Long Rains Harvest,Narok,907,60.88,151.9,937.21,11.9,Grade A,0,907,Narok Collection Center 2,Paid,18
PR00570,B00570,F0022,P02,Beans,2025-09-16,Long Rains Harvest,Makueni,331,95.03,36.01,171.69,11.1,Grade B,0,331,Makueni Collection Center 2,Paid,14
PR00571,B00571,F0051,P07,Green Grams,2025-02-08,Short Rains Harvest,Makueni,689,114.39,76.85,786.84,16.2,Grade C,0,689,Makueni Collection Center 3,Paid,12
PR00572,B00572,F0092,P05,Sorghum,2026-03-25,Lean Season,Nakuru,1721,56.9,211.11,1874.33,14.5,Grade A,163,1558,Nakuru Collection Center 2,Paid,18
PR00573,B00573,F0086,P01,Maize,2025-01-12,Short Rains Harvest,Kisii,313,50.2,49.26,234.96,13.1,Grade A,0,313,Kisii Collection Center 3,Paid,19
PR00574,B00574,F0082,P01,Maize,2025-04-16,Lean Season,Kisumu,1822,54.04,275.49,977.85,13.4,Grade C,0,1822,Kisumu Collection Center 2,Delayed,35
PR00575,B00575,F0026,P08,Cowpeas,2025-04-04,Lean Season,Machakos,1835,99.1,242.41,936.2,14.8,Grade B,442,1393,Machakos Collection Center 3,Paid,21
PR00576,B00576,F0022,P01,Maize,2025-02-15,Short Rains Harvest,Makueni,454,46.22,50.25,330.97,13.6,Grade A,0,454,Makueni Collection Center 2,Paid,17
PR00577,B00577,F0028,P01,Maize,2025-04-19,Lean Season,Kisii,1067,53.43,165.99,833.86,13.6,Grade B,0,1067,Kisii Collection Center 2,Paid,18
PR00578,B00578,F0048,P05,Sorghum,2025-02-14,Short Rains Harvest,Uasin Gishu,1296,46.88,122.61,921.55,13.2,Grade C,192,1104,Uasin Gishu Collection Center 3,Delayed,24
PR00579,B00579,F0013,P01,Maize,2025-11-29,Peak Demand Season,Meru,1023,60.59,110.43,996.94,10.4,Grade B,0,1023,Meru Collection Center 3,Paid,18
PR00580,B00580,F0109,P02,Beans,2026-05-09,Lean Season,Kakamega,489,109.42,52.65,556.71,10.4,Grade A,0,489,Kakamega Collection Center 3,Paid,13
PR00581,B00581,F0030,P09,Barley,2025-01-22,Short Rains Harvest,Makueni,241,47.66,31.4,172.6,9.6,Grade B,0,241,Makueni Collection Center 2,Paid,14
PR00582,B00582,F0026,P03,Rice,2025-06-05,Lean Season,Machakos,913,87.66,141.02,608.65,11.5,Grade C,0,913,Machakos Collection Center 1,Pending,
PR00583,B00583,F0083,P01,Maize,2025-02-10,Short Rains Harvest,Busia,1099,47.82,158.53,1048.04,14.7,Grade A,0,1099,Busia Collection Center 1,Paid,17
PR00584,B00584,F0007,P01,Maize,2025-09-12,Long Rains Harvest,Narok,325,50.44,40.58,213.11,12.9,Grade A,0,325,Narok Collection Center 1,Paid,17
PR00585,B00585,F0009,P07,Green Grams,2025-07-17,Long Rains Harvest,Meru,302,112.22,38.73,349.35,10.6,Grade A,0,302,Meru Collection Center 1,Pending,
PR00586,B00586,F0011,P01,Maize,2026-03-13,Lean Season,Kirinyaga,352,60.03,40.13,353.82,14.0,Grade A,0,352,Kirinyaga Collection Center 2,Paid,21
PR00587,B00587,F0026,P09,Barley,2025-10-06,Peak Demand Season,Machakos,286,55.26,42.5,333.39,14.0,Grade B,0,286,Machakos Collection Center 3,Paid,19
PR00588,B00588,F0098,P06,Millet,2025-06-09,Lean Season,Trans Nzoia,372,118.97,48.5,191.16,15.5,Grade C,0,372,Trans Nzoia Collection Center 3,Delayed,38
PR00589,B00589,F0071,P04,Wheat,2025-06-29,Lean Season,Kisii,203,54.4,25.85,165.96,9.9,Grade B,0,203,Kisii Collection Center 2,Paid,21
PR00590,B00590,F0118,P01,Maize,2025-07-14,Long Rains Harvest,Meru,1212,38.7,149.11,1225.64,11.9,Grade A,0,1212,Meru Collection Center 3,Paid,16
PR00591,B00591,F0063,P02,Beans,2025-11-12,Peak Demand Season,Kirinyaga,971,126.67,106.09,763.35,11.0,Grade C,0,971,Kirinyaga Collection Center 1,Paid,12
PR00592,B00592,F0033,P06,Millet,2025-12-23,Peak Demand Season,Narok,1606,101.12,168.43,1577.0,10.8,Grade B,0,1606,Narok Collection Center 1,Pending,
PR00593,B00593,F0118,P03,Rice,2026-01-06,Short Rains Harvest,Meru,351,79.69,41.39,346.87,12.0,Grade A,0,351,Meru Collection Center 2,Paid,20
PR00594,B00594,F0075,P01,Maize,2025-06-15,Lean Season,Nyeri,502,47.26,72.99,477.44,14.8,Grade B,0,502,Nyeri Collection Center 3,Delayed,21
PR00595,B00595,F0113,P08,Cowpeas,2026-03-10,Lean Season,Bungoma,1177,104.13,113.69,1158.5,15.3,Grade B,0,1177,Bungoma Collection Center 3,Paid,20
PR00596,B00596,F0113,P02,Beans,2025-04-02,Lean Season,Bungoma,2486,111.3,248.83,2630.87,13.0,Grade A,0,2486,Bungoma Collection Center 3,Pending,
PR00597,B00597,F0022,P02,Beans,2026-05-19,Lean Season,Makueni,1506,106.47,164.97,1487.06,16.2,Grade C,0,1506,Makueni Collection Center 2,Paid,14
PR00598,B00598,F0018,P01,Maize,2025-07-22,Long Rains Harvest,Bungoma,254,45.8,25.0,146.6,11.3,Grade A,0,254,Bungoma Collection Center 1,Pending,
PR00599,B00599,F0116,P01,Maize,2026-02-23,Short Rains Harvest,Makueni,1004,46.6,177.67,578.74,8.1,Grade A,0,1004,Makueni Collection Center 1,Paid,14
PR00600,B00600,F0075,P02,Beans,2025-08-29,Long Rains Harvest,Nyeri,1125,104.99,159.89,641.89,11.3,Grade B,178,947,Nyeri Collection Center 1,Delayed,36
PR00601,B00601,F0102,P01,Maize,2025-01-08,Short Rains Harvest,Kisumu,2410,45.61,569.2,2827.99,11.4,Grade A,0,2410,Kisumu Collection Center 2,Paid,16
PR00602,B00602,F0114,P02,Beans,2025-12-18,Peak Demand Season,Meru,701,141.73,113.28,812.24,16.6,Grade B,76,625,Meru Collection Center 1,Paid,10
PR00603,B00603,F0112,P01,Maize,2026-02-16,Short Rains Harvest,Narok,1478,50.92,166.08,882.67,15.3,Grade C,0,1478,Narok Collection Center 1,Paid,18
PR00604,B00604,F0080,P02,Beans,2026-05-02,Lean Season,Machakos,349,129.47,41.39,175.26,13.7,Grade C,0,349,Machakos Collection Center 1,Paid,14
PR00605,B00605,F0095,P09,Barley,2025-11-30,Peak Demand Season,Machakos,2448,53.32,282.59,2054.3,11.4,Grade B,0,2448,Machakos Collection Center 2,Delayed,40
PR00606,B00606,F0110,P09,Barley,2025-04-13,Lean Season,Bungoma,1760,57.5,224.36,1120.33,13.4,Grade B,0,1760,Bungoma Collection Center 3,Pending,
PR00607,B00607,F0064,P01,Maize,2025-03-31,Lean Season,Nakuru,1067,52.44,194.34,943.36,10.4,Grade A,0,1067,Nakuru Collection Center 3,Paid,21
PR00608,B00608,F0032,P04,Wheat,2025-08-05,Long Rains Harvest,Nakuru,324,43.89,48.46,320.74,11.8,Grade C,76,248,Nakuru Collection Center 2,Paid,15
PR00609,B00609,F0029,P06,Millet,2025-09-21,Long Rains Harvest,Kitui,679,93.21,85.76,658.24,8.8,Grade C,0,679,Kitui Collection Center 3,Paid,20
PR00610,B00610,F0029,P02,Beans,2025-03-08,Lean Season,Kitui,422,135.25,46.57,422.93,12.2,Grade A,0,422,Kitui Collection Center 2,Paid,11
PR00611,B00611,F0029,P07,Green Grams,2025-09-23,Long Rains Harvest,Kitui,1177,114.44,120.45,661.94,12.2,Grade C,0,1177,Kitui Collection Center 2,Paid,16
PR00612,B00612,F0041,P01,Maize,2026-01-25,Short Rains Harvest,Trans Nzoia,391,48.67,34.52,212.44,14.6,Grade C,0,391,Trans Nzoia Collection Center 2,Paid,11
PR00613,B00613,F0120,P07,Green Grams,2025-05-10,Lean Season,Trans Nzoia,1324,156.52,156.32,867.88,15.0,Grade B,0,1324,Trans Nzoia Collection Center 2,Paid,15
PR00614,B00614,F0064,P07,Green Grams,2026-04-12,Lean Season,Nakuru,690,140.67,114.22,705.83,11.5,Grade B,0,690,Nakuru Collection Center 3,Paid,12
PR00615,B00615,F0016,P09,Barley,2025-10-08,Peak Demand Season,Kitui,444,56.67,109.95,370.65,11.1,Grade A,0,444,Kitui Collection Center 2,Paid,13
PR00616,B00616,F0092,P01,Maize,2025-08-04,Long Rains Harvest,Nakuru,169,51.12,21.27,111.13,12.0,Grade C,0,169,Nakuru Collection Center 3,Pending,
PR00617,B00617,F0105,P02,Beans,2025-06-13,Lean Season,Kakamega,654,150.8,77.89,481.47,12.0,Grade C,0,654,Kakamega Collection Center 3,Paid,8
PR00618,B00618,F0037,P06,Millet,2025-07-19,Long Rains Harvest,Trans Nzoia,559,94.24,77.94,317.58,10.0,Grade B,0,559,Trans Nzoia Collection Center 3,Paid,8
PR00619,B00619,F0084,P02,Beans,2025-06-17,Lean Season,Kitui,548,132.26,66.7,459.06,11.8,Grade A,0,548,Kitui Collection Center 3,Paid,21
PR00620,B00620,F0093,P01,Maize,2025-04-15,Lean Season,Narok,313,59.2,59.96,188.84,13.7,Grade B,0,313,Narok Collection Center 1,Delayed,29
PR00621,B00621,F0061,P02,Beans,2025-07-03,Long Rains Harvest,Kirinyaga,581,122.18,128.91,500.13,10.6,Grade A,0,581,Kirinyaga Collection Center 1,Pending,
PR00622,B00622,F0031,P01,Maize,2026-02-11,Short Rains Harvest,Nakuru,134,47.33,15.29,156.54,12.2,Grade A,0,134,Nakuru Collection Center 3,Pending,
PR00623,B00623,F0060,P01,Maize,2026-01-27,Short Rains Harvest,Kisumu,605,44.08,84.24,458.06,13.1,Grade A,0,605,Kisumu Collection Center 3,Paid,13
